#,FOIAID,name,active,agency,official name,npi,station number,state,facility type,visn,parent,taxonomy
1444,4-1444,ZZ RUSHVILLE ORC,True,VA,,,579HB,NEBRASKA,ORC,,,
1445,4-1445,ZZ ALLIANCE,True,VA,,,579HC,NEBRASKA,ORC,,,
1446,4-1446,ZZ ELLSWORTH AFB,True,VA,,,579HD,SOUTH DAKOTA,ORC,,,
1447,4-1447,ZZ KYLE ORC,True,VA,,,579HE,SOUTH DAKOTA,ORC,,,
1448,4-1448,ZZ PINE RIDGE ORC,True,VA,,,579HF,SOUTH DAKOTA,ORC,,,
1449,4-1449,ZZ SIOUX SAN ORC,True,VA,,,579HG,SOUTH DAKOTA,ORC,,,
1450,4-1450,LUFKIN,False,VA,LUFKIN OUTPATIENT CLINIC,1003863861,580BZ,TEXAS,OPC,VISN 16,HOUSTON VAMC,Ambulatory Health Care Facilities
1451,4-1451,HOUSTON (CBOC),False,VA,DR JOHN P MCGOVERN VETERANS HEALTH CARE,,580GA,TEXAS,CBOC,VISN 16,HOUSTON VAMC,
1452,4-1452,ZZHOUSTON (CBOC),True,VA,GALVESTON CBOC,,580GB,TEXAS,CBOC,,,
1453,4-1453,EK OUTPATIENT CLINIC,False,VA,PRESTONSBURG CBOC,1366480436,581GA,KENTUCKY,CBOC,VISN 9,HUNTINGTON VAMC,Ambulatory Health Care Facilities
1454,4-1454,CHARLESTON CBOC,False,VA,CHARLESTON CBOC,1144271883,581GB,WEST VIRGINIA,CBOC,VISN 9,HUNTINGTON VAMC,Ambulatory Health Care Facilities
1455,4-1455,TERRE HAUTE CBOC,False,VA,TERRE HAUTE CBOC,1326087271,583GA,INDIANA,CBOC,VISN 11,INDIANAPOLIS VAMC,Ambulatory Health Care Facilities
1456,4-1456,BLOOMINGTON,False,VA,BLOOMINGTON CBOC,1831140417,583GB,INDIANA,CBOC,VISN 11,INDIANAPOLIS VAMC,Ambulatory Health Care Facilities
1457,4-1457,ZZ BETTENDORF,True,VA,,,584BY,IOWA,OPC,,,
1458,4-1458,ZZ QUINCY CBOC,True,VA,,,584GA,ILLINOIS,CBOC,,,
1459,4-1459,ZZ WATERLOO CBOC,True,VA,,,584GB,IOWA,CBOC,,,
1460,4-1460,ZZ DUBUQUE CBOC,True,VA,,,584GD,IOWA,CBOC,,,
1461,4-1461,PORTAGE HEALTH SYSTEM,False,VA,PORTAGE HEALTH SYSTEM,1386699916,585GA,MICHIGAN,CBOC,VISN 12,IRON MOUNTAIN VAMC,Ambulatory Health Care Facilities
1462,4-1462,RHINELANDER CBOC,False,VA,RHINELANDER CBOC,1164460184,585GB,WISCONSIN,CBOC,VISN 12,IRON MOUNTAIN VAMC,Ambulatory Health Care Facilities
1463,4-1463,MENOMINEE CBOC,False,VA,MENOMINEE CBOC,1194763185,585GC,MICHIGAN,CBOC,VISN 12,IRON MOUNTAIN VAMC,Ambulatory Health Care Facilities
1464,4-1464,IRONWOOD CBOC,False,VA,IRONWOOD CBOC,1720028319,585GD,MICHIGAN,CBOC,VISN 12,IRON MOUNTAIN VAMC,Ambulatory Health Care Facilities
1465,4-1465,MARQUETTE CBOC,False,VA,MARQUETTE CBOC,1437106275,585HA,MICHIGAN,CBOC,VISN 12,IRON MOUNTAIN VAMC,Ambulatory Health Care Facilities
1466,4-1466,KINCHELOE CBOC,False,VA,KINCHELOE CBOC,1588602254,585HB,MICHIGAN,CBOC,VISN 12,IRON MOUNTAIN VAMC,Ambulatory Health Care Facilities
1467,4-1467,IRON MTN PRRTP,False,VA,IRON MTN PRRTP,,585PA,MICHIGAN,PRRTP,VISN 12,IRON MOUNTAIN VAMC,
1468,4-1468,KOSCIUSKO,False,VA,KOSCIUSKO,1841232097,586GA,MISSISSIPPI,CBOC,VISN 16,JACKSON VAMC,Ambulatory Health Care Facilities
1469,4-1469,MERIDIAN,False,VA,MERIDIAN,1669410288,586GB,MISSISSIPPI,CBOC,VISN 16,JACKSON VAMC,Ambulatory Health Care Facilities
1470,4-1470,GREENVILLE,False,VA,GREENVILLE,1043250418,586GC,MISSISSIPPI,CBOC,VISN 16,JACKSON VAMC,Ambulatory Health Care Facilities
1471,4-1471,HATTIESBURG,False,VA,HATTIESBURG,1376598698,586GD,MISSISSIPPI,CBOC,VISN 16,JACKSON VAMC,Ambulatory Health Care Facilities
1472,4-1472,ZZ WHITEMAN AFB,True,VA,WHITEMAN AFB COMMUNITY BASED OUTPATIENT CLINIC (589GA),,589GA,MISSOURI,CBOC,,,
1473,4-1473,BELTON CBOC,False,VA,BELTON COMMUNITY BASED OUTPATIENT CLINIC (589GB),1184675738,589GB,MISSOURI,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
1474,4-1474,PAOLA/LOUISBURG CBOC,False,VA,LOUISBURG COMMUNITY BASED OUTPATIENT CLINIC (589GC),1588606750,589GC,KANSAS,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
1475,4-1475,NEVADA CBOC,False,VA,NEVADA COMMUNITY BASED OUTPATIENT CLINIC (589GD),1518905140,589GD,MISSOURI,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
1476,4-1476,LANGLEY,False,AIR FORCE,LANGLEY,,590CZ,VIRGINIA,USAF,VISN 6,HAMPTON (VAMC),
1477,4-1477,ZZNORFOLK,True,VA,ZZNORFOLK,,590GA,VIRGINIA,CBOC,,,
1478,4-1478,HAMPTON (PRRTP),False,VA,HAMPTON (PRRTP),,590PA,VIRGINIA,PRRTP,VISN 6,HAMPTON (VAMC),
1479,4-1479,ZZ OTTUMWA ORC,True,VA,,,592HA,IOWA,ORC,,,
1480,4-1480,ZZ MARSHALLTOWN ORC,True,VA,,,592HB,IOWA,ORC,,,
1481,4-1481,KNOXVILLE PRRTP,False,VA,,,592PA,IOWA,PRRTP,,,
1482,4-1482,LAS VEGAS CBOC MASH,False,VA,LAS VEGAS CBOC MASH,1467408294,593GA,NEVADA,CBOC,VISN 22,SOUTHERN NEVADA HCS,Ambulatory Health Care Facilities
1483,4-1483,HENDERSON CBOC,False,OTHER,HENDERSON CBOC,1053367011,593GB,NEVADA,CBOC,VISN 22,SOUTHERN NEVADA HCS,Ambulatory Health Care Facilities
1484,4-1484,PAHRUMP CBOC,False,OTHER,PAHRUMP CBOC,1043251770,593GC,NEVADA,CBOC,VISN 22,SOUTHERN NEVADA HCS,Ambulatory Health Care Facilities
1485,4-1485,ZZ TALLAHASSEE SOC,True,VA,,,594BY,FLORIDA,OPC,,,
1486,4-1486,ZZ LAKE CITY STNB,True,,,,594DT,FLORIDA,STNB,,,
1487,4-1487,ZZ VALDOSTA CBOC,True,VA,,,594GA,FLORIDA,CBOC,,,
1488,4-1488,SCHUYLKILL,False,VA,SCHUHKILL COUNTY GOOD SAMARITAN REGIONAL,1831142603,595GB,PENNSYLVANIA,CBOC,VISN 4,LEBANON VAMC,Ambulatory Health Care Facilities
1489,4-1489,LANCASTER,False,VA,LANCASTER VA OUTPATIENT CLINIC,1265489165,595GC,PENNSYLVANIA,CBOC,VISN 4,LEBANON VAMC,Ambulatory Health Care Facilities
1490,4-1490,READING,False,VA,BERKS VA OUTPATIENT CLINIC,1639117641,595GD,PENNSYLVANIA,CBOC,VISN 4,LEBANON VAMC,Ambulatory Health Care Facilities
1491,4-1491,LEBANON,False,VA,LEBANON VA MEDICAL CENTER,,595PA,PENNSYLVANIA,PRRTP,VISN 4,LEBANON VAMC,
1492,4-1492,WILMORE STATE HOME,False,VA,THOMPSON HOOD VETERANS CENTER,,596DT,KENTUCKY,STNB,VISN 9,LEXINGTON-LD VAMC,
1493,4-1493,LEXINGTON MOBILE MEDIC,False,VA,LEXINGTON MOBILE OUTREACH CLINIC,1154365898,596HA,KENTUCKY,ORC,VISN 9,LEXINGTON-LD VAMC,Ambulatory Health Care Facilities
1494,4-1494,ZZ GRAND ISLAND,True,VA,,,597A4,NEBRASKA,VAMC,,,
1495,4-1495,ZZ GRAND ISLAND,True,,,,597DT,NEBRASKA,STNB,,,
1496,4-1496,ZZ NORFOLK STDM,True,,,,597DU,NEBRASKA,STDM,,,
1497,4-1497,ZZ NORTH PLATTE CBOC,True,VA,,,597GA,NEBRASKA,CBOC,,,
1498,4-1498,EL DORADO, AR (CBOC),False,VA,EL DORADO, AR CBOC,1215980164,598GB,ARKANSAS,CBOC,VISN 16,CENTRAL ARKANSAS HCS,Ambulatory Health Care Facilities
1499,4-1499,HOT SPRINGS, AR (CBOC),False,VA,HOT SPRINGS, AR CBOC,1215982582,598GC,ARKANSAS,CBOC,VISN 16,CENTRAL ARKANSAS HCS,Ambulatory Health Care Facilities
1500,4-1500,LITTLE ROCK, AR PRRTP,False,VA,LITTLE ROCK, AR PRRTP,,598PA,ARKANSAS,PRRTP,VISN 16,CENTRAL ARKANSAS HCS,
1501,4-1501,ZZ STOCKTON ORC,True,VA,,,599HA,CALIFORNIA,ORC,,,
1502,4-1502,ZZ MODESTO ORC,True,VA,,,599HB,CALIFORNIA,ORC,,,
1503,4-1503,ZZ FT ORD,True,VA,,,599HC,CALIFORNIA,ORC,,,
1504,4-1504,CABRILLO,CA CBOC,False,VA,CABRILLO VETERANS HEALTH CLINIC,1053362756,600GC,CALIFORNIA,CBOC,VISN 22,LONG BEACH,CA VAMC,Ambulatory Health Care Facilities
1505,4-1505,ZZLONG BEACH PRRTP,True,VA,ZZLONG BEACH PRRTP,,600PA,CALIFORNIA,PRRTP,,,
1506,4-1506,ZZ WADSWORTH VANPH,True,,,,601A0,CALIFORNIA,VANPH,,,
1507,4-1507,ZZ GARDENA CBOC,True,VA,,,601GC,CALIFORNIA,CBOC,,,
1508,4-1508,LOUISVILLE, KY (USAH),False,ARMY,Ireland Army Community Hospital,,603CN,KENTUCKY,USAH,VISN 9,LOUISVILLE, KY VAMC,
1509,4-1509,FORT KNOX, KY CBOC,False,VA,VA Healthcare Center, Ft. Knox,1699728824,603GA,KENTUCKY,CBOC,VISN 9,LOUISVILLE, KY VAMC,Ambulatory Health Care Facilities
1510,4-1510,NEW ALBANY, IN CBOC,False,VA,VA Healthcare Center, New Albany,1144267071,603GB,INDIANA,CBOC,VISN 9,LOUISVILLE, KY VAMC,Ambulatory Health Care Facilities
1511,4-1511,SHIVELY, KY CBOC,False,VA,VA Healthcare Center, Shively,1851347124,603GC,KENTUCKY,CBOC,VISN 9,LOUISVILLE, KY VAMC,Ambulatory Health Care Facilities
1512,4-1512,ZZ TRENTON CBOC,True,VA,,,604GA,NEW JERSEY,CBOC,,,
1513,4-1513,ZZ JAMESBURG ORC,True,VA,,,604HA,NEW JERSEY,ORC,,,
1514,4-1514,LOMA LINDA CIVH,False,OTHER,LOMA LINDA CIVH,,605DS,CALIFORNIA,CIVH,VISN 22,LOMA LINDA VAMC,
1515,4-1515,BARSTOW STNB,False,VA,VETERANS HOME OF CALIFORNIA - BARSTOW,,605DT,CALIFORNIA,STNB,VISN 22,LOMA LINDA VAMC,
1516,4-1516,VICTORVILLE CBOC,False,VA,VICTORVILLE CBOC,1689613507,605GA,CALIFORNIA,CBOC,VISN 22,LOMA LINDA VAMC,Ambulatory Health Care Facilities
1517,4-1517,SUN CITY CBOC,False,VA,SUN CITY CBOC,1871539981,605GB,CALIFORNIA,CBOC,VISN 22,LOMA LINDA VAMC,Ambulatory Health Care Facilities
1518,4-1518,CORONA CBOC,False,VA,CORONA CBOC,1750333845,605GD,CALIFORNIA,CBOC,VISN 22,LOMA LINDA VAMC,Ambulatory Health Care Facilities
1519,4-1519,JANESVILLE, WI CBOC,False,VA,JANESVILLE, WI CBOC,1124074810,607GC,WISCONSIN,CBOC,VISN 12,MADISON, WI VA HOSP,Ambulatory Health Care Facilities
1520,4-1520,BARABOO, WI CBOC,False,VA,BARABOO, WI CBOC,1972554913,607GD,WISCONSIN,CBOC,VISN 12,MADISON, WI VA HOSP,Ambulatory Health Care Facilities
1521,4-1521,BEAVER DAM, WI CBOC,False,VA,BEAVER DAM, WI CBOC,1992758254,607GE,WISCONSIN,CBOC,VISN 12,MADISON, WI VA HOSP,Ambulatory Health Care Facilities
1522,4-1522,ROCKFORD,IL OPC,False,VA,ROCKFORD, IL OPC,1174567770,607HA,ILLINOIS,ORC,VISN 12,MADISON, WI VA HOSP,Ambulatory Health Care Facilities
1523,4-1523,MAD-SARTP,False,VA,MADISON, WI SARTP,,607PA,WISCONSIN,PRRTP,VISN 12,MADISON, WI VA HOSP,
1524,4-1524,TILTON,False,OTHER,TILTON,,608DT,NEW HAMPSHIRE,STNB,VISN 1,,
1525,4-1525,PORTSMOUTH CBOC,False,VA,PORTSMOUTH CBOC,1861439101,608GA,NEW HAMPSHIRE,CBOC,VISN 1,MANCHESTER VAMC,Ambulatory Health Care Facilities
1526,4-1526,TILTON CBOC,False,VA,TILTON CBOC,1699716035,608HA,NEW HAMPSHIRE,CBOC,VISN 1,MANCHESTER VAMC,Ambulatory Health Care Facilities
1527,4-1527,ZZ ILLINOIS ST VETERANS HOME,True,,,,609DT,ILLINOIS,STNB,,,
1528,4-1528,ZZ MT VERNON CBOC,True,VA,,,609GA,ILLINOIS,CBOC,,,
1529,4-1529,ZZ PADUCAH CBOC,True,VA,,,609GB,ILLINOIS,CBOC,,,
1530,4-1530,ZZ EFFINGHAM CBOC,True,VA,,,609GC,ILLINOIS,CBOC,,,
1531,4-1531,ZZ MARION PRRTP,True,VA,,,609PA,ILLINOIS,PRRTP,,,
1532,4-1532,SOUTH BEND,False,VA,SOUTH BEND INDIANA CBOC,1417996299,610GA,INDIANA,CBOC,VISN 11,MARION, IN,Ambulatory Health Care Facilities
1533,4-1533,MUNCIE,False,VA,MUNCIE INDIANA CBOC,1649217027,610GB,INDIANA,CBOC,VISN 11,MARION, IN,Ambulatory Health Care Facilities
1534,4-1534,CHICO,False,VA,CHICO OPC,1235183013,612GG,CALIFORNIA,CBOC,VISN 21,NORTHERN CALIFORNIA HCS,Ambulatory Health Care Facilities
1535,4-1535,MCCLELLAN,False,VA,MCCLELLAN CBOC,1225071756,612GH,CALIFORNIA,CBOC,VISN 21,NORTHERN CALIFORNIA HCS,Ambulatory Health Care Facilities
1536,4-1536,ZZ CUMBERLAND,True,VA,ZZ CUMBERLAND SOC,,613BY,MARYLAND,OPC,,,
1537,4-1537,ZZ MARTINSBURG,True,VA,ZZ MARTINSBURG PHARM,,613CA,WEST VIRGINIA,PHARM,,,
1538,4-1538,CUMBERLAND,False,VA,CUMBERLAND CBOC,1932152642,613GA,MARYLAND,CBOC,VISN 5,MARTINSBURG VAMC,Ambulatory Health Care Facilities
1539,4-1539,HAGERSTOWN,False,VA,HAGERSTOWN CBOC,1649226689,613GB,MARYLAND,CBOC,VISN 5,MARTINSBURG VAMC,Ambulatory Health Care Facilities
1540,4-1540,STEPHENS CITY,False,VA,STEPHEN CITY CBOC,1003856527,613GC,VIRGINIA,CBOC,VISN 5,MARTINSBURG VAMC,Ambulatory Health Care Facilities
1541,4-1541,FRANKLIN,False,VA,FRANKLIN CBOC,1194771071,613GD,WEST VIRGINIA,CBOC,VISN 5,MARTINSBURG VAMC,Ambulatory Health Care Facilities
1542,4-1542,PETERSBURG,False,VA,PETERSBURG CBOC,1912941501,613GE,WEST VIRGINIA,CBOC,VISN 5,MARTINSBURG VAMC,Ambulatory Health Care Facilities
1543,4-1543,HARRISONBURG,False,VA,HARRISONBURG CBOC,1790730190,613GF,VIRGINIA,CBOC,VISN 5,MARTINSBURG VAMC,Ambulatory Health Care Facilities
1544,4-1544,SMITHVILLE CBOC,False,VA,SMITHVILLE,MS CBOC,1073552436,614GA,MISSISSIPPI,CBOC,VISN 9,MEMPHIS VAMC,Ambulatory Health Care Facilities
1545,4-1545,JONESBORO CBOC,False,VA,JONESBORO, AR CBOC,1619923398,614GB,ARKANSAS,CBOC,VISN 9,MEMPHIS VAMC,Ambulatory Health Care Facilities
1546,4-1546,ZZ GLENDIVE STNB,True,,,,617DT,MONTANA,STNB,,,
1547,4-1547,ZZ BILLINGS,True,VA,,,617GA,MONTANA,CBOC,,,
1548,4-1548,ZZ WOLF POINT ORC,True,VA,,,617HA,MONTANA,ORC,,,
1549,4-1549,SILVER BAY (STATE VET HOME),False,VA,SILVER BAY (STATE VET HOME),,618DV,MINNESOTA,STNB,VISN 23,MINNEAPOLIS VAMC,
1550,4-1550,SOUTH CENTRAL CBOC,False,VA,SOUTH CENTRAL CBOC,1518905074,618GA,MINNESOTA,CBOC,VISN 23,MINNEAPOLIS VAMC,Ambulatory Health Care Facilities
1551,4-1551,HIBBING (CBOC),False,VA,HIBBING (CBOC),1902851348,618GB,MINNESOTA,CBOC,VISN 23,MINNEAPOLIS VAMC,Ambulatory Health Care Facilities
1552,4-1552,ZZOWATONNA (CBOC),True,VA,ZZOWATONNA (CBOC),,618GC,MINNESOTA,CBOC,,,
1553,4-1553,ST. PAUL (CBOC),False,VA,ST. PAUL (CBOC),1659328292,618GD,MINNESOTA,CBOC,VISN 23,MINNEAPOLIS VAMC,Ambulatory Health Care Facilities
1554,4-1554,CHIPPEWA VALLEY (CBOC),False,VA,CHIPPEWA VALLEY (CBOC),1417902941,618GE,WISCONSIN,CBOC,VISN 23,MINNEAPOLIS VAMC,Ambulatory Health Care Facilities
1555,4-1555,ZZLA CROSSE (CBOC),True,VA,ZZLA CROSSE (CBOC),,618GF,WISCONSIN,CBOC,,,
1556,4-1556,TUSKEGEE-DOM,False,VA,CENTRAL ALABAMA HCS - DOMICILIARY,,619BU,ALABAMA,DOM,VISN 7,CENTRAL ALABAMA HCS,
1557,4-1557,ZZ MONTGOMERY USAH,True,,,,619CN,ALABAMA,USAH,,,
1558,4-1558,ZZ MONTGOMERY USAF,True,,,,619CZ,ALABAMA,USAF,,,
1559,4-1559,ZZ ALEXANDER CITY,True,,,,619DT,ALABAMA,STNB,,,
1560,4-1560,ZZ BAY MINETTE (619DU),True,,,,619DU,ALABAMA,STNB,,,
1561,4-1561,ZZ HUNTSVILLE (STNB),True,OTHER,ZZ HUNTSVILLE,,619DV,ALABAMA,STNB,,,
1562,4-1562,COLUMBUS CBOC,False,VA,CENTRAL ALABAMA HCS - COLUMBUS CBOC,1255383311,619GA,GEORGIA,CBOC,VISN 7,CENTRAL ALABAMA HCS,Ambulatory Health Care Facilities
1563,4-1563,DOTHAN,False,VA,CENTRAL ALABAMA HCS - DOTHAN CBOC,,619GB,ALABAMA,CBOC,VISN 7,CENTRAL ALABAMA HCS,
1564,4-1564,CASTLE POINT,False,VA,VA HUDSON VALLEY HEALTH CARE - CASTLE POINT DIVISION,1639128473,620A4,NEW YORK,VAMC,VISN 3,HUDSON VALLEY HCS VAMC,Hospitals
1565,4-1565,NEW CITY,False,VA,NEW CITY,1851339261,620GA,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,Ambulatory Health Care Facilities
1566,4-1566,PUTNAM COUNTY,False,VA,PUTNAM COUNTY,1437100203,620GB,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,Ambulatory Health Care Facilities
1567,4-1567,ZZKINGSTON,True,VA,ZZKINGSTON,,620GC,NEW YORK,CBOC,,,
1568,4-1568,MIDDLETOWN,False,VA,MIDDLETOWN,1851338776,620GD,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,Ambulatory Health Care Facilities
1569,4-1569,PORT JERVIS,False,VA,PORT JERVIS,1104863760,620GE,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,Ambulatory Health Care Facilities
1570,4-1570,HARRIS,False,VA,HARRIS,1144275553,620GF,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,Ambulatory Health Care Facilities
1571,4-1571,POUGHKEEPSIE,False,VA,POUGHKEEPSIE,1033153770,620GG,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,Ambulatory Health Care Facilities
1572,4-1572,ZZCARMEL,True,VA,ZZCARMEL,,620HB,NEW YORK,ORC,,,
1573,4-1573,ZZMONTROSE,True,VA,ZZMONTROSE,,620PA,NEW YORK,PRRTP,,,
1574,4-1574,ZZ MURFREESBORO DOM,True,VA,,,622BU,TENNESSEE,DOM,,,
1575,4-1575,ZZ MURFREESBORO STNB,True,,,,622DT,TENNESSEE,STNB,,,
1576,4-1576,ZZ TULLAHOMA CBOC,True,VA,,,622GA,TENNESSEE,CBOC,,,
1577,4-1577,ZZ COOKEVILLE ORC,True,VA,,,622HA,TENNESSEE,ORC,,,
1578,4-1578,ZZ MURFREESBORO PRRTP,True,VA,,,622PA,TENNESSEE,PRRTP,,,
1579,4-1579,CLAREMORE VETERANS CENTER,False,OTHER,CLAREMORE VETERANS CENTER,,623DT,OKLAHOMA,SVH,VISN 16,JACK C. MONTGOMERY VAMC,
1580,4-1580,TALIHINA VETERANS CENTER,False,OTHER,TALIHINA VETERANS CENTER,,623DU,OKLAHOMA,SVH,VISN 16,JACK C. MONTGOMERY VAMC,
1581,4-1581,MCALESTER, OK CBOC,False,OTHER,MCALESTER, OK CBOC,1316999410,623GA,OKLAHOMA,CBOC,VISN 16,JACK C. MONTGOMERY VAMC,Ambulatory Health Care Facilities
1582,4-1582,ZZTALHINA OUTREACH CLINIC,True,OTHER,ZZTALIHINA OUTREACH CLINIC,,623HA,OKLAHOMA,ORC,,,
1583,4-1583,MURFREESBORO,False,VA,VA TENNESSEE VALLEY HEALTHCARE SYSTEM - ALVIN C. YORK DIVISION,1851340269,626A4,TENNESSEE,VAMC,VISN 9,TENNESSEE VALLEY HCS (626),Hospitals
1584,4-1584,MURFREESBORO DOM,False,VA,MURFREESBORO VA DOMICILIARY,,626BU,TENNESSEE,DOM,VISN 9,TENNESSEE VALLEY HCS,
1585,4-1585,KNOXVILLE TN CBOC,False,VA,KNOXVILLE VA OUTPATIENT CLINIC,1023065042,626BY,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
1586,4-1586,FT. CAMPBELL ARMY HOSPITAL,False,ARMY,FT. CAMPBELL ARMY HOSPITAL,,626CN,KENTUCKY,USAH,VISN 9,TENNESSEE VALLEY HCS,
1587,4-1587,TN STATE VET HOME-M'BORO,False,VA,TENNESSEE VETERANS HOME,,626DT,TENNESSEE,STNB,VISN 9,TENNESSEE VALLEY HCS,
1588,4-1588,CLARKSVILLE,False,VA,CLARKSVILLE COMMUNITY BASES OUTPATIENT CLINIC,1205888336,626GE,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
1589,4-1589,CHATTANOOGA,False,VA,CHATTANOOGA COMMUNITY BASED OUTPATIENT CLINIC,1144271776,626GF,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
1590,4-1590,TULLAHOMA,False,VA,TULLAHOMA COMMUNITY BASED OUTPATIENT CLINIC,1326082546,626GG,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
1591,4-1591,COOKEVILLE,False,VA,COOKEVILLE COMMUNITY BASED OUTPATIENT CLINIC,1952353062,626GH,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
1592,4-1592,MURFREESBORO PRRTP,False,VA,MURFREESBORO PSYCHOSOCIAL RESIDENTIAL REHABILITATION TREATMENT PROGRAM,,626PA,TENNESSEE,PRRTP,VISN 9,TENNESSEE VALLEY HCS,
1593,4-1593,ZZ ROCKY HILL STNB,True,,,,627EL,CONNECTICUT,STNB,,,
1594,4-1594,NEW ORL-PRRTP,False,VA,NEW ORLEANS PSYCHOLOGICAL RESIDENTIAL REHABILITATION TREATMENT PROGRAM,,629PA,LOUISIANA,PRRTP,VISN 16,SE Louisiana Veterans HCS,
1595,4-1595,ST. ALBANS HHS,False,VA,ST ALBANS EXTENDED CARE CNTR,1457395139,630A5,NEW YORK,VAMC,VISN 3,NEW YORK HHS,Ambulatory Health Care Facilities
1596,4-1596,ZZ NEW YORK,True,VA,NEW YORK SOC (HEALTHCARE FOR HOMELESS VERTERANS PROGRAM),,630B1,NEW YORK,OPC,,,
1597,4-1597,ZZSOHO VA CARE CTR HOUSTON,True,VA,NEW YORK SOC (SOHO VA CARE CENTER),,630B2,NEW YORK,OPC,,,
1598,4-1598,ST. ALBANS DOM,False,VA,ST. ALBANS DOM,,630BU,NEW YORK,DOM,VISN 3,,
1599,4-1599,NY OPIATE SUBSTITUTION 16TH ST,False,VA,NEW YORK SOC (OPIATE SUBSTITUTION PROGRAM),1740228154,630BZ,NEW YORK,OPC,VISN 3,NEW YORK HHS,Ambulatory Health Care Facilities
1600,4-1600,ZZ MONTROSE,True,VA,NULL,,630C1,NEW YORK,OTHER,,,
1601,4-1601,ZZ EAST ORANGE,True,VA,NULL,,630C2,NEW JERSEY,OTHER,,,
1602,4-1602,ZZ LYONS,True,VA,NULL,,630C3,NEW JERSEY,OTHER,,,
1603,4-1603,ZZ BRONX PROSTHETICS,True,VA,NULL,,630CG,NEW JERSEY,OTHER,,,
1604,4-1604,ZZ NORTHPORT PRDC,True,VA,NULL,,630CH,NEW YORK,OTHER,,,
1605,4-1605,ZZ CASTLE POINT,True,VA,NULL,,630CI,NEW YORK,OTHER,,,
1606,4-1606,ZZ BROOKLYN PRDC,True,VA,NULL,,630CJ,NEW YORK,OTHER,,,
1607,4-1607,ZZ NEW YORK,True,VA,NULL,,630DM,NEW YORK,CIVH,,,
1608,4-1608,NYS VETERANS HOME,False,OTHER,NYS VETERANS HOME,,630DT,NEW YORK,STNB,VISN 3,NEW YORK HHS,
1609,4-1609,HARLEM CBOC,False,VA,HARLEM CBOC-NYHHS,1992750392,630GA,NEW YORK,CBOC,VISN 3,NEW YORK HHS,Ambulatory Health Care Facilities
1610,4-1610,STATEN ISLAND CBOC,False,VA,STATEN ISLAND CBOC-NYHHCS,1487693362,630GB,NEW YORK,CBOC,VISN 3,NEW YORK HHS,Ambulatory Health Care Facilities
1611,4-1611,CHAPEL ST,False,VA,CHAPEL STREET OPC,1912958711,630GC,NEW YORK,OPC,VISN 3,NEW YORK HHS,Ambulatory Health Care Facilities
1612,4-1612,ZZ BEDFORD STUYVESANT CBOC,True,VA,BROOKLYN CBOC (BEDFORD STUYVESANT),,630GD,NEW YORK,CBOC,,,
1613,4-1613,ZZ SISTER THEA BOWMAN CBOC,True,VA,BROOKLYN CBOC (SISTER THEA BOWMAN),,630GE,NEW YORK,CBOC,,,
1614,4-1614,ZZ FAR ROCKAWAY CBOC,True,VA,FAR ROCKAWAY CBOC (JOSEPH P. ADDOBO),,630GF,NEW YORK,CBOC,,,
1615,4-1615,NEW YORK PRRTP,False,VA,NEW YORK PRRTP,,630PA,NEW YORK,PRRTP,VISN 3,NEW YORK HHS,
1616,4-1616,NORTHAMPTON CBOC,False,VA,NORTHAMPTON CBOC,,631GA,MASSACHUSETTS,CBOC,VISN 1,NORTHAMPTON VAMC,
1617,4-1617,SPRINGFIELD CBOC,False,VA,SPRINGFIELD CBOC,,631GB,MASSACHUSETTS,CBOC,VISN 1,NORTHAMPTON VAMC,
1618,4-1618,PITTSFIELD CBOC,False,VA,PITTSFIELD CBOC,1033156518,631GC,MASSACHUSETTS,CBOC,VISN 1,NORTHAMPTON VAMC,Ambulatory Health Care Facilities
1619,4-1619,GREENFIELD (CBOC),False,VA,GREENFIELD CBOC,,631GD,MASSACHUSETTS,CBOC,VISN 1,NORTHAMPTON VAMC,
1620,4-1620,ZZ GREENFIELD,True,VA,ZZ GREENFIELD,,631HA,MASSACHUSETTS,ORC,,,
1621,4-1621,ZZ PITTSFIELD,True,VA,ZZ PITTSFIELD,,631HB,MASSACHUSETTS,ORC,,,
